Date,Notes,Notes_clean,Prediction
04/02/2018 16:20:32,Archived Log entry 330901 added for thread 3 sequence 67224 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 18:14:05,Current log# 11 seq# 31328 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767.Current log# 11 seq# 31328 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Thread 3 advanced to log sequence 31328 (LGWR switch).Archived Log entry 183665 added for thread 3 sequence 31327 ID 0x6d02838d dest 1:,current merlp tp onlinelog group current merlp tp onlinelog group thread advanced log sequence lgwr switch archived log entry added thread sequence id dest,LGWR switch
02/02/2018 18:23:56,ALTER SYSTEM ARCHIVE LOG.Current log# 15 seq# 66985 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_15.271.908034747.Thread 3 advanced to log sequence 66985 (LGWR switch).Current log# 15 seq# 66985 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_15.271.908034759,alter system archive log current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
02/02/2018 09:16:27,Current log# 10 seq# 31059 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_10.261.929538753.Current log# 10 seq# 31059 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_10.261.929538739.Thread 3 advanced to log sequence 31059 (LGWR switch),current merlp tp onlinelog group current merlp tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
05/02/2018 18:14:03,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
02/02/2018 09:16:25,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
04/02/2018 00:59:59,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_21362.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
03/02/2018 14:50:42,Archived Log entry 330287 added for thread 3 sequence 67092 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 06:08:58,Thread 3 advanced to log sequence 67284 (LGWR switch).Current log# 6 seq# 67284 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551.Current log# 6 seq# 67284 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
02/02/2018 02:16:50,Running KSFV I/O slave I601 os pid=8620,running ksfv slave os,KSFV
05/02/2018 14:28:59,Thread 3 advanced to log sequence 67352 (LGWR switch).Current log# 6 seq# 67352 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Current log# 6 seq# 67352 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
03/02/2018 12:02:02,Thread 3 advanced to log sequence 31160 (LGWR switch).Current log# 11 seq# 31160 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767.Current log# 11 seq# 31160 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781.Archived Log entry 182686 added for thread 3 sequence 31159 ID 0x6d02838d dest 1:,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group archived log entry added thread sequence id dest,LGWR switch
02/02/2018 08:39:22,"Auto-tuning: Starting background process GTX1.Starting background process GTX1.GTX1 started with pid=1047, OS id=4449",auto tuning starting background process starting background process started os,Background Process
03/02/2018 04:51:08,Current log# 6 seq# 67032 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Thread 3 advanced to log sequence 67032 (LGWR switch).Current log# 6 seq# 67032 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
05/02/2018 03:23:18,Index CON_DM_UW_MOB_STG.PK_W_MOB_ACTIVE_BASE or some [sub]partitions of the index have been marked unusable,index con dm uw mob stg pk w mob active base index marked unusable,Index Unusable
02/02/2018 08:08:18,Thread 3 advanced to log sequence 66936 (LGWR switch).Current log# 6 seq# 66936 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Current log# 6 seq# 66936 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551,thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
04/02/2018 14:56:17,Archived Log entry 330874 added for thread 3 sequence 67218 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 03:19:51,Running KSFV I/O slave I601 os pid=58545,running ksfv slave os,KSFV
02/02/2018 03:24:54,KSFV I/O slave I601 dp=0x8269f208 exiting,ksfv slave exiting,KSFV
03/02/2018 09:24:09,Running KSFV I/O slave I901 os pid=86835,running ksfv slave os,KSFV
01/02/2018 05:24:22,Current log# 16 seq# 66770 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_16.272.908034819.Current log# 16 seq# 66770 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_16.272.908034805.Thread 3 advanced to log sequence 66770 (LGWR switch),current tp onlinelog group current tp onlinelog group thread advanced log sequence lgwr switch,LGWR switch
04/02/2018 07:34:30,Archived Log entry 330643 added for thread 3 sequence 67161 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 14:55:16,"Starting background process GTX1.Auto-tuning: Starting background process GTX1.GTX1 started with pid=769, OS id=64058",starting background process auto tuning starting background process started os,Background Process
03/02/2018 15:05:49,Archived Log entry 330289 added for thread 3 sequence 67093 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
04/02/2018 07:53:47,"Deleted statistics for columns:.SYS_STS20GAYNJH_7YFB9C31M#O9YB,.SYS_STSR8SLJJPUUDSHW2$CAJ2VEXH,.SYS_STSER286VML3MV2XPDS50_QE8X,.SYS_STSR8NCH1JIGSTAU2QF0NIVYKI,.SYS_STSI9B_7891$G$2B8DU923HP3M.of [sub]partition P_UE of table H_EDW_PROPENSITY_MASTER",deleted statistics columns sys sys sys sys sys p ue table h edw propensity master,Partition
01/02/2018 21:27:51,Archived Log entry 329252 added for thread 3 sequence 66870 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 19:07:21,"Auto-tuning: Starting background process GTX1.GTX1 started with pid=595, OS id=47153.Starting background process GTX1",auto tuning starting background process started os starting background process,Background Process
03/02/2018 00:32:04,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
02/02/2018 14:49:37,opidcl aborting process unknown ospid (534) as a result of ORA-2396.opidcl aborting process unknown ospid (16233) as a result of ORA-2396,opidcl aborting process unknown ospid result ora opidcl aborting process unknown ospid result ora,Aborting Process
02/02/2018 17:26:40,WARNING: inbound connection timed out (ORA-3136).02/02/2018 17:26:40.VERSION INFORMATION:.TNS for Linux: Version 12.1.0.2.0 - Production.Oracle Bequeath NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.TCP/IP NT Protocol Adapter for Linux: Version 12.1.0.2.0 - Production.Time: 02-FEB-2018 17:26:40.Tracing not turned on..Tns error struct:.ns main err code: 12535.02/02/2018 17:26:40.TNS-12535: TNS:operation timed out.ns secondary err code: 12606.nt main err code: 0.nt secondary err code: 0.nt OS err code: 0.Client address: (ADDRESS=(PROTOCOL=tcp)(HOST=10.109.99.219)(PORT=62031)).02/02/2018 17:26:40.Fatal NI connect error 12170..02/02/2018 17:27:04.***********************************************************************,warning inbound connection timed ora version information tns linux version production oracle bequeath nt protocol adapter linux version production tcp ip nt protocol adapter linux version production time feb tracing turned tns error struct ns main err code tns tns operation timed ns secondary err code nt main err code nt secondary err code nt os err code client address address protocoltcp fatal ni connect error,Fatal NI
05/02/2018 08:06:37,Running KSFV I/O slave Id01 os pid=75537,running ksfv slave os,KSFV
03/02/2018 19:44:59,KSFV I/O slave I801 dp=0x1ddfc3c648 exiting.KSFV I/O slave I601 dp=0x1ddfc3caa8 exiting.KSFV I/O slave I701 dp=0x1db2d9d7b8 exiting,ksfv slave exiting ksfv slave exiting ksfv slave exiting,KSFV
03/02/2018 19:22:38,Running KSFV I/O slave I701 os pid=63812,running ksfv slave os,KSFV
03/02/2018 14:29:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_87442.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
04/02/2018 18:09:06,"Deleted statistics for columns:.SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.of [sub]partition P20180106 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,",deleted statistics columns sys table f mobile usage dly agg detail sys sys sys sys sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys,Partition
04/02/2018 18:09:07,"Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_PROM_KEY or some [sub]partitions of the index have been marked unusable.of [sub]partition P20180106 of table F_DLY_MOB_USAGE_AGG_SUM.SYS_STSMH#OC7$L96BQM3JHJTA1UGX.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.Deleted statistics for columns:.Index CON_DM_UW_MOB_STG.IDX_W_DLY_AGG_DET_USG_TYPE or some [sub]partitions of the index have been marked unusable",index con dm uw mob stg idx w dly agg det prom key index marked unusable table f dly mob usage agg sum sys sys deleted statistics columns index con dm uw mob stg idx w dly agg det usg type index marked unusable,Index Unusable
05/02/2018 13:28:25,KSFV I/O slave I901 dp=0x1db2d9d7b8 exiting,ksfv slave exiting,KSFV
01/02/2018 04:16:57,ALTER SYSTEM ARCHIVE LOG,alter system archive log,archiving disabled
03/02/2018 00:57:05,Archived Log entry 329887 added for thread 3 sequence 67007 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 20:29:40,ALTER SYSTEM ARCHIVE LOG.Thread 3 advanced to log sequence 66868 (LGWR switch).Current log# 6 seq# 66868 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551.Current log# 6 seq# 66868 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563,alter system archive log thread advanced log sequence lgwr switch current tp onlinelog group current tp onlinelog group,LGWR switch
01/02/2018 20:29:41,Archived Log entry 329233 added for thread 3 sequence 66867 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
05/02/2018 08:22:04,Current log# 6 seq# 67312 mem# 1: +REDO_DG01/EDW01_TP/ONLINELOG/group_6.260.888832563.Thread 3 advanced to log sequence 67312 (LGWR switch).Current log# 6 seq# 67312 mem# 0: +REDO_DG02/EDW01_TP/ONLINELOG/group_6.260.888832551,current tp onlinelog group thread advanced log sequence lgwr switch current tp onlinelog group,LGWR switch
06/02/2018 04:03:38,Archived Log entry 183831 added for thread 3 sequence 31355 ID 0x6d02838d dest 1:,archived log entry added thread sequence id dest,Archived Log entry
01/02/2018 12:09:58,Archived Log entry 329057 added for thread 3 sequence 66820 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
02/02/2018 17:31:55,"SMON: Failed to acquire SEG2, skipping transaction 772.67.380682",smon failed acquire skipping transaction,Instance Recovery
03/02/2018 18:23:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_16454.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
02/02/2018 17:31:57,SMON: Parallel transaction recovery tried,smon parallel transaction recovery tried,Instance Recovery
02/02/2018 17:31:56,"SMON: Failed to acquire SEG2, skipping transaction 772.67.380682",smon failed acquire skipping transaction,Instance Recovery
01/02/2018 12:29:57,Some indexes or index [sub]partitions of table INT_OWNER_IL.L_EDW_BB_SPEED_SUMMARY have been marked unusable,indexes index table int owner il l edw bb speed summary marked unusable,Index Unusable
02/02/2018 01:00:03,"Errors in file /dborafiles/admin/diag/rdbms/edw01_tp/edw01t3/trace/edw01t3_j000_80416.trc:.ORA-12012: error on auto execute of job ""C##SERVICE_MANAGER"".""USER_ACTIVITY_MONITOR_JOB"".ORA-06575: Package or function USER_ACTIVITY_MONITOR is in an invalid state",errors file dborafiles admin diag rdbms tp trace trc ora error auto execute job manager user activity monitor job ora package function user activity monitor invalid state,Errors in file
04/02/2018 15:12:00,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_76878.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
02/02/2018 13:41:09,"SYS_STSF5Z0TO1NTUGVOVC4BYQU06M,.SYS_STSZZ97TJMAO$MVYA9Q$K8WKRP,.SYS_STSXPTR_BUQKNL7RGJXDT9Y#1I,.SYS_STS_FS0F_SOOPAP4XPB56496H9,.SYS_STSE_SL87P6H9AMLSVTMKO7GJQ,.SYS_STS5N4X$97KYREX2D0CTXWJVEF,.SYS_STS6O$7V#8WOI$CN5$_9ZUOL$1,.SYS_STSM0CETZNHRLBN2OT1URO$$U$,.SYS_STSZN6AH8OA_F3I3I95VEAD7JF,.SYS_STSE4DKMJURUE17BX16XNTYPML,.SYS_STS07MUCQFD8_H7RV82G2XO9UW,.SYS_STSELR_3R1K36P5RUJT410U39W,.SYS_STSER9PXY6YGV$TEBP5CI80B#J,.SYS_STSR6MCJVO0K5T9K8C1FWRVE#$,.SYS_STSNXL4XISA667#M$C7DFAXU8M,.SYS_STSROS6XI0L#ZYCV4CZF#UIJT6,.SYS_STSRIX9E23LK2#SO8$$_G5LRHS,.SYS_STSAO579DEADG78FW8_JSCHPZW,.SYS_STSQBFGL98FV8F7TOLQMID4PDT,.SYS_STS9LFWWPRSFJ203FTR6T9DLCX.of [sub]partition P20180104 of table F_MOBILE_USAGE_DLY_AGG_DETAIL.Deleted statistics for columns:.SYS_STS2VRTQ5#PD_U4O35DQWK#UJX,.of [sub]partition P20180104 of table F_DLY_MOB_USAGE_AGG_SUM.Deleted statistics for columns:.SYS_STSMH#OC7$L96BQM3JHJTA1UGX",sys sys sys stsxptr sys sts sys stse sys sys sys sys sys sys sys stselr sys sys sys sys sys sys sys sys table f mobile usage dly agg detail deleted statistics columns sys table f dly mob usage agg sum deleted statistics columns sys,Partition
04/02/2018 12:17:39,Archived Log entry 330799 added for thread 3 sequence 67199 ID 0xb052a05f dest 1:,archived log entry added thread sequence id dest,Archived Log entry
06/02/2018 03:02:17,Thread 3 advanced to log sequence 31348 (LGWR switch).Current log# 11 seq# 31348 mem# 0: +REDO_DG04/MERLP_TP/ONLINELOG/group_11.267.929538767.Current log# 11 seq# 31348 mem# 1: +REDO_DG03/MERLP_TP/ONLINELOG/group_11.267.929538781,thread advanced log sequence lgwr switch current merlp tp onlinelog group current merlp tp onlinelog group,LGWR switch
03/02/2018 16:59:58,"Errors in file /dborafiles/admin/diag/rdbms/merlp_tp/merlpt3/trace/merlpt3_j000_37728.trc:.ORA-12012: error on auto execute of job ""LU"".""LU_J_DEFAULT_CONSUMER"".ORA-24010: QUEUE SYS.LU_MESSAGES_Q does not exist.ORA-06512: at ""LU.LOG_UTIL_ADM"", line 560.ORA-06512: at line 1",errors file dborafiles admin diag rdbms merlp tp trace trc ora error auto execute job lu lu j default consumer ora queue sys lu messages q exist ora lu log util adm line ora line,Errors in file
